title,rent,room,lease,city,area,community,position,decoration,space,face,floor,type,time,contacts,evaluate
租房立省4000元金碧世家精装好房 先到先得  月付,1080,3室1厅1卫,付1押1,合租,龙华,金碧世家,龙华,精装修,14.1平方米,朝东,中层(共12层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
租房立省4000元优品建筑家电齐全 拎包入住 急租急租,2090,3室1厅1卫,付1押1,合租,龙华,优品建筑,龙华,精装修,16.4平方米,朝东,中层(共22层),普通住宅,2019年6月12日,张**,打败了82.4%的同城经纪人
租房立省4000元星源雅苑近地铁，环境优美，拎包入住,980,3室1厅1卫,付1押1,合租,宝安,星源雅苑,沙井,精装修,15.3平方米,朝东,中层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省2000元怡海花园家电齐全 拎包入住 急租急租,1480,2室1厅1卫,付1押1,合租,南山,怡海花园,南油,精装修,14.6平方米,东南,中层(共17层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
租房立省4000元日出印象民水电 免中介 拎包入住,3000,3室1厅1卫,付1押1,合租,龙华,日出印象(B区),民治,精装修,18.7平方米,朝南,低层(共21层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元笋岗派出所宿舍区高层飘窗近地铁生活便利,1550,3室1厅1卫,付1押1,合租,罗湖,笋岗派出所宿舍区,笋岗,精装修,13.8平方米,朝北,低层(共17层),普通住宅,2019年6月10日,王**,打败了96.2%的同城经纪人
租房立省4000元槟城西岸华庭包物业包网费 精装小区房 无中,2810,1室1厅1卫,付1押1,合租,宝安,槟城西岸华庭,西乡,精装修,28.7平方米,朝东,高层(共24层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省4000元兴裕花园包物业包网费 精装小区房 无中介,2610,1室1厅1卫,付1押1,合租,宝安,兴裕花园,固戍,精装修,27.2平方米,朝南,高层(共23层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
南头华府苑视野广阔 采光好 空气质量好 车位充足,1526,3室1厅1卫,付1押1,合租,南山,华府苑,前海,精装修,24.5平方米,东北,低层(共23层),普通住宅,2019年6月12日,罗**,打败了71.6%的同城经纪人
高铁北站旁 五和地铁站 带电梯 包水电费 包空调,790,3室2厅1卫,付1押1,合租,龙岗,长坑小区,坂田,精装修,18平方米,朝南,低层(共16层),普通住宅,2019年6月9日,龙*,打败了68%的同城经纪人
租房立省3000元岭秀名苑高层飘窗近地铁生活便利,2200,3室1厅1卫,付1押1,合租,福田,岭秀名苑,彩田村,精装修,23.8平方米,朝南,低层(共27层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
租房立省4000元中兴之家高档花园小区家私齐全,1569,3室1厅1卫,付1押1,合租,南山,中兴之家,南山中心区,精装修,19平方米,朝北,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元波托菲诺纯水岸正规三房 拎包入住 家电齐全,1288,3室1厅1卫,付1押1,合租,南山,波托菲诺纯水岸(二期),华侨城,精装修,18.3平方米,东南,低层(共21层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
租房立省2000元祥祺花园家电齐全 拎包入住 急租急租,2100,3室1厅1卫,付1押1,合租,南山,祥祺花园,白石洲,精装修,20.9平方米,东北,中层(共14层),普通住宅,2019年6月12日,唐*,打败了68%的同城经纪人
租房立省3000元莲花一村独卫带阳台 家电齐全 无中介,2200,3室1厅1卫,付1押1,合租,福田,莲花一村,莲花一村,精装修,22.3平方米,朝南,高层(共24层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
租房立省4000元新一代国际公寓精装全配房间精致且温馨,1255,2室1厅1卫,付1押1,合租,南山,新一代国际公寓,南油,精装修,14.1平方米,东南,中层(共12层),普通住宅,2019年6月12日,魏*,打败了74.2%的同城经纪人
首月0元住桃园苏豪名厦可短租可月付24管家服务,1700,3室1厅1卫,付1押1,合租,南山,苏豪名厦,南头,精装修,18.5平方米,东北,低层(共19层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
租房立省4000元深航飞行员公寓月付 包物业费网费 无中介,1255,3室1厅1卫,付1押1,合租,南山,深航飞行员公寓,南山中心区,精装修,14.7平方米,朝北,低层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元金碧世家押一付一 精装公寓 无中介,930,3室1厅1卫,付1押1,合租,龙华,金碧世家,龙华,精装修,11.6平方米,东北,低层(共8层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元彩虹楼高层飘窗近地铁生活便利,1550,3室1厅1卫,付1押1,合租,罗湖,彩虹楼,笋岗,精装修,11平方米,朝西,低层(共14层),普通住宅,2019年6月11日,王**,打败了96.2%的同城经纪人
租房立省4000元金地上塘道精装好房 先到先得  月付,2500,3室1厅1卫,付1押1,合租,龙华,金地上塘道(一期),龙华,精装修,23平方米,朝北,中层(共17层),普通住宅,2019年6月12日,刘**,打败了71.6%的同城经纪人
租房立省4000元东方海雅居高层采光视野好 交通生活便利,1340,2室1厅1卫,付1押1,合租,南山,东方海雅居,南油,精装修,14.1平方米,东南,中层(共18层),普通住宅,2019年6月12日,魏*,打败了74.2%的同城经纪人
租房立省4000元鸿荣源壹成中心花园家电齐全 拎包入住 急租,1200,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,12.9平方米,朝东,高层(共30层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
首月0元住后海保利城花园1730可短租可月付,1730,2室1厅1卫,付1押1,合租,南山,保利城花园,南山中心区,精装修,15.2平方米,东北,低层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住宝安固戍中信可短租可月付押一付一,2200,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,18.7平方米,朝南,低层(共19层),普通住宅,2019年6月12日,姜*,打败了77.2%的同城经纪人
租房立省3000元幸福里商超齐全 压一付一 随时看房,1970,3室1厅1卫,付1押1,合租,罗湖,幸福里,蔡屋围,精装修,13.8平方米,朝东,低层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元波托菲诺纯水岸正规三房 拎包入住 家电齐全,1288,3室1厅1卫,付1押1,合租,南山,波托菲诺纯水岸(二期),华侨城,精装修,18.3平方米,东南,低层(共21层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
首月0元住布心彩世界家园全新装修 品牌家电 看房随时,1690,3室1厅1卫,付1押1,合租,罗湖,彩世界家园,布心,精装修,11.2平方米,东南,低层(共8层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元新乐社区月付 包物业费网费 无中介,2145,2室1厅1卫,付1押1,合租,宝安,新乐社区,宝安中心区,精装修,13.7平方米,西北,低层(共16层),普通住宅,2019年6月12日,刘**,打败了77.2%的同城经纪人
租房立省4000元鸿荣源壹成中心花园精装好房 先到先得  月,1350,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,13平方米,东北,低层(共14层),普通住宅,2019年6月12日,雷**,打败了71.6%的同城经纪人
租房立省3000元怡兴苑出门就是地铁 精装带家私,1350,3室1厅1卫,付1押1,合租,福田,怡兴苑,赤尾,精装修,14.4平方米,西南,中层(共15层),普通住宅,2019年6月1日,陈**,打败了84.3%的同城经纪人
首月0元住黄贝岭集浩大厦近地铁，环境优美，拎包入住,1550,3室1厅1卫,付1押1,合租,罗湖,集浩大厦,罗湖区委,精装修,12.6平方米,朝东,低层(共16层),普通住宅,2019年6月10日,李*,打败了94.7%的同城经纪人
高端住宅小区 楼层好 视野广阔 采光好 押一付一梅林关口,1740,3室1厅1卫,付1押1,合租,龙华,悦景苑,梅林关口,精装修,17.9平方米,朝东,高层(共23层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省4000元福安小区精装好房 先到先得  月付,2174,2室1厅1卫,付1押1,合租,宝安,福安小区,宝安,精装修,15.9平方米,东北,低层(共17层),普通住宅,2019年6月12日,鲜**,打败了65.5%的同城经纪人
租房立省3000元福荣阁独卫带阳台 家电齐全 无中介,2550,3室1厅1卫,付1押1,合租,福田,福荣阁,福民新村,精装修,22.2平方米,朝东,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元武警六支队大院精装全配房间精致且温馨,1400,3室1厅1卫,付1押1,合租,罗湖,武警六支队大院,蔡屋围,精装修,25.9平方米,西北,低层(共29层),普通住宅,2019年6月12日,季*,打败了91.1%的同城经纪人
租房立省4000元天河花园高层采光视野好 交通生活便利,1240,3室1厅1卫,付1押1,合租,南山,天河花园,华侨城,精装修,18.8平方米,朝西,低层(共22层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
立减2000华联花园精装带家私押一付一免中介,1640,4室1厅1卫,付1押1,合租,南山,华联花园,南山中心区,精装修,10.7平方米,朝南,中层(共25层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元和平大厦套房直租随时看免中介商超齐全,830,3室1厅1卫,付1押1,合租,龙华,和平大厦,龙华,精装修,12.7平方米,朝北,低层(共15层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
永安商业城宝安中心环境优美 豪华装修 家电家具齐全 商超齐全,2074,3室1厅1卫,付1押1,合租,宝安,永安商业城,宝安中心区,精装修,10.9平方米,东南,中层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
龙岗  户型1室 蛋壳公寓 免中介 拎包入住,2550,1室1厅1卫,付1押1,合租,布吉,京南华庭,布吉街,精装修,13.9平方米,东南,低层(共14层),普通住宅,2019年6月12日,李**,打败了74.2%的同城经纪人
租房立省4000元后瑞村高层采光视野好 交通生活便利,970,3室1厅1卫,付1押1,合租,宝安,后瑞村,宝安机场,精装修,14.9平方米,西北,低层(共16层),普通住宅,2019年6月12日,王**,打败了77.2%的同城经纪人
租房立省1000元福临苑套房直租随时看免中介商超齐全,1698,3室1厅1卫,付1押1,合租,南山,福临苑,南山中心区,精装修,21.6平方米,东南,低层(共25层),普通住宅,2019年6月12日,张**,打败了77.2%的同城经纪人
租房立省4000元钜建大厦押一付一 精装公寓 无中介,1265,2室1厅1卫,付1押1,合租,南山,钜建大厦,南油,精装修,15.8平方米,朝南,中层(共18层),普通住宅,2019年6月12日,魏*,打败了74.2%的同城经纪人
房间干净整洁 室友容易相处 科技园有钥匙方便看房,1760,3室1厅1卫,付1押1,合租,南山,警察花园,科技园,精装修,16.9平方米,东北,高层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元莲花北村商超齐全 压一付一 随时看房,2040,3室1厅1卫,付1押1,合租,福田,莲花北村,莲花北村,精装修,22.9平方米,东南,低层(共22层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住西乡天福华府可短租押一付一,1760,3室1厅1卫,付1押1,合租,宝安,天福华府,宝安机场,精装修,18.7平方米,西北,中层(共18层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
租房立省4000元前海时代押一付一 精装公寓 无中介,1860,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,15.2平方米,朝东,高层(共22层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
首月0元住西乡天福华府可短租可月付24管家服务,1760,3室1厅1卫,付1押1,合租,宝安,天福华府,宝安机场,精装修,15.6平方米,西北,中层(共16层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
首月0元住购物公园新光活力小区押一付一 精装公寓 无中介,2550,3室1厅1卫,付1押1,合租,福田,新光活力小区,中心区,精装修,13.5平方米,西北,低层(共15层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
租房立省3000元莲丰雅苑高层采光视野好 交通生活便利,2370,3室1厅1卫,付1押1,合租,福田,莲丰雅苑,莲花北村,精装修,25.9平方米,西北,高层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元华达家电齐全 拎包入住 急租急租,1490,3室1厅1卫,付1押1,合租,罗湖,华达小区,田贝,精装修,12.1平方米,东北,低层(共16层),普通住宅,2019年6月10日,隋**,打败了77.2%的同城经纪人
首月0元住桃源村桃源村二期可短租可月付楼层好停车位充足,1990,3室1厅1卫,付1押1,合租,南山,桃源村(二期),桃源村,精装修,14.7平方米,西北,低层(共16层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
租房立省2000元白石洲建行宿舍家电齐全 拎包入住 急租急租,2040,3室1厅1卫,付1押1,合租,南山,白石洲建行宿舍,白石洲,精装修,21.3平方米,东南,高层(共20层),普通住宅,2019年6月12日,唐*,打败了68%的同城经纪人
花样年花好园 中间楼层 精装三房 环境舒适 业主直租,2050,3室1厅1卫,付1押1,合租,福田,花样年花好园,下沙,精装修,20.8平方米,西北,中层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元碧景园精装带家电 出门公交车站,1330,3室1厅1卫,付1押1,合租,福田,碧景园,景田,精装修,12.2平方米,朝北,中层(共13层),普通住宅,2019年6月10日,郭**,打败了68%的同城经纪人
松岗花园式小区 交通便利 全新家电 房源直租 精装,850,3室1厅1卫,付1押1,合租,宝安,温馨雅苑,松岗,精装修,17.9平方米,朝北,中层(共15层),普通住宅,2019年6月12日,彭**,打败了77.2%的同城经纪人
荣超花园 家私家电齐 干净舒适漂亮 屋子通风采光好,1630,3室1厅1卫,付1押1,合租,布吉,荣超花园,布吉关,精装修,15.9平方米,朝南,中层(共32层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
渔港大楼 寻找女生合租 楼梯四楼 家私齐 拎包入住,2290,1室1厅1卫,付1押1,合租,南山,渔港大楼,蛇口,精装修,20.6平方米,西北,低层(共24层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住水贝新港鸿花园套房直租随时看免中介商超齐全,1250,3室1厅1卫,付1押1,合租,罗湖,新港鸿花园,翠竹,精装修,11.9平方米,东北,低层(共14层),普通住宅,2019年6月10日,张**,打败了82.4%的同城经纪人
租房立省4000元美丽AAA花园套房直租随时看免中介商超齐全,2380,2室1厅1卫,付1押1,合租,龙华,美丽AAA花园,龙华中心区,精装修,14平方米,朝东,高层(共22层),普通住宅,2019年6月12日,李**,打败了82.4%的同城经纪人
租房立省3000元仓前锦福苑精装好房 先到先得  月付,1240,3室1厅1卫,付1押1,合租,南山,仓前锦福苑(南区),南山中心区,精装修,15.3平方米,朝北,中层(共15层),普通住宅,2019年6月12日,张**,打败了77.2%的同城经纪人
首月0元住水贝铁路生活小区精装带家电 出门公交车站,1590,3室1厅1卫,付1押1,合租,罗湖,铁路生活小区,笋岗,精装修,14平方米,朝北,中层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元侨社大院商超齐全 压一付一 随时看房,1820,3室1厅1卫,付1押1,合租,罗湖,侨社大院,人民南,精装修,19.1平方米,西南,中层(共13层),普通住宅,2019年6月6日,马**,打败了77.2%的同城经纪人
立减2000豪方悠然居精装带家私押一付一免中介,2200,1室1厅1卫,付1押1,合租,南山,豪方悠然居,蛇口,精装修,21.8平方米,朝西,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元槟城西岸华庭包物业包网费 精装小区房 无中,2810,1室1厅1卫,付1押1,合租,宝安,槟城西岸华庭,西乡,精装修,28.7平方米,朝东,高层(共24层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省3000元景尚雅苑独卫带阳台 家电齐全 无中介,1390,3室1厅1卫,付1押1,合租,福田,景尚雅苑,景田,精装修,12.2平方米,东南,低层(共9层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
租房立省4000元中环花园独卫带阳台 家电齐全 无中介,2320,2室1厅1卫,付1押1,合租,龙华,中环花园,龙华,精装修,14.9平方米,朝北,低层(共9层),普通住宅,2019年6月12日,李**,打败了82.4%的同城经纪人
立减2000豪庭精装带家私押一付一免中介,1550,1室1厅1卫,付1押1,合租,南山,黄金豪庭,南油,精装修,14.1平方米,西南,低层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元中兴公寓高档花园小区家私齐全,1465,2室1厅1卫,付1押1,合租,南山,中兴公寓,南油,精装修,15.5平方米,朝南,低层(共18层),普通住宅,2019年6月12日,魏*,打败了74.2%的同城经纪人
租房立省3000元丽港湾家电齐全 拎包入住 急租急租,1810,3室1厅1卫,付1押1,合租,福田,丽港湾,保税区,精装修,10.3平方米,东北,中层(共15层),普通住宅,2019年6月12日,雷*,打败了74.2%的同城经纪人
立减2000祥祺花园精装带家私押一付一免中介,1970,3室1厅1卫,付1押1,合租,南山,祥祺花园,白石洲,精装修,18平方米,朝北,低层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
莲丰大厦 高立减3000 紧邻地铁 家具全新,2200,3室1厅1卫,付1押1,合租,福田,莲丰大厦,彩田村,精装修,23平方米,朝南,低层(共25层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
租房立省4000元龙井小区全新家电给你个温馨的窝,1900,3室1厅1卫,付1押1,合租,福田,龙井小区,农科中心,精装修,20.4平方米,朝南,高层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元鸿荣源壹成中心花园近地铁，环境优美，拎包入,1260,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,13.4平方米,东北,中层(共27层),普通住宅,2019年6月12日,雷**,打败了71.6%的同城经纪人
南头常兴苑正规小区 安全放心 户型方正 采光足,1306,3室1厅1卫,付1押1,合租,南山,常兴苑,南头,精装修,16.3平方米,朝北,中层(共25层),普通住宅,2019年6月12日,白*,打败了88%的同城经纪人
桃源村视野开阔 豪华装修 家电家具齐全塘朗城,1670,3室1厅1卫,付1押1,合租,南山,塘朗城,大学城,精装修,16.6平方米,朝西,中层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
配套完善 有电梯 户型方正 采光足 宜居住蛇口,1120,1室1厅1卫,付1押1,合租,南山,水产楼,蛇口,精装修,16.4平方米,朝北,高层(共20层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
租房立省4000元世纪春城独卫带阳台 家电齐全 无中介,930,3室1厅1卫,付1押1,合租,龙华,世纪春城(一期),龙华,精装修,11.1平方米,朝东,中层(共16层),普通住宅,2019年6月12日,丁**,打败了68%的同城经纪人
租房立省3000元龙井小区商超齐全 压一付一 随时看房,1900,3室1厅1卫,付1押1,合租,福田,龙井小区,农科中心,精装修,21.6平方米,朝南,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元梅花新园正规三房 拎包入住 家电齐全,910,3室1厅1卫,付1押1,合租,龙华,梅花新园,民治,精装修,13.5平方米,西南,低层(共14层),普通住宅,2019年6月12日,丁**,打败了68%的同城经纪人
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
桃源村地段 精装修 品质公寓 南北通透 采光无敌,1790,3室1厅1卫,付1押1,合租,南山,佳兆业香瑞园(南区),西丽,精装修,17.5平方米,朝北,高层(共24层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
帝景园  精装蛋壳公寓 押一付一,1930,3室1厅1卫,付1押1,合租,南山,帝景园,科技园,精装修,14.9平方米,朝西,低层(共17层),普通住宅,2019年6月12日,苏**,打败了74.2%的同城经纪人
租房立省4000元益强居独卫带阳台 家电齐全 无中介,1590,3室1厅1卫,付1押1,合租,福田,益强居,益田村,精装修,18.4平方米,西北,低层(共9层),普通住宅,2019年6月12日,温**,打败了82.4%的同城经纪人
彩达楼，停车方便，家具齐全，干净整洁，拎包入住,2050,3室1厅1卫,付1押1,合租,福田,彩达楼,下沙,精装修,18.6平方米,朝东,中层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
采光无敌 管家式服务 100M无线网络 随时入住新安,980,3室1厅1卫,付1押1,合租,宝安,百合苑,新安,精装修,19.1平方米,朝东,低层(共25层),普通住宅,2019年6月12日,何**,打败了65.5%的同城经纪人
租房立省2000元百货广场大厦包物业包网费 精装小区房 无中,1500,3室1厅1卫,付1押1,合租,罗湖,百货广场大厦,东门,精装修,18.5平方米,东南,高层(共22层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住横岗志健时代广场家电齐全 拎包入住 急租急租,2250,3室1厅1卫,付1押1,合租,龙岗,志健时代广场,横岗,精装修,17.1平方米,东南,中层(共14层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
吉信大厦 紧邻地铁，押一付一 蛋壳公寓,2550,1室1厅1卫,付1押1,合租,布吉,吉信大厦,布吉街,精装修,14.2平方米,东北,低层(共13层),普通住宅,2019年6月12日,李**,打败了74.2%的同城经纪人
租房立省4000元清湖名苑家电齐全 拎包入住 急租急租,2205,2室1厅1卫,付1押1,合租,龙华,清湖名苑,清湖,精装修,15.9平方米,朝北,低层(共17层),普通住宅,2019年6月12日,陈**,打败了79.9%的同城经纪人
租房立省4000元万象新天一期白领公寓 实墙隔音好 家具齐全,2965,2室1厅1卫,付1押1,合租,宝安,万象新天一期,固戍,精装修,14.7平方米,朝南,中层(共16层),普通住宅,2019年6月12日,褚**,打败了84.3%的同城经纪人
首月0元住桃源村桃源村二期可短租可月付楼层好停车位充足,1990,3室1厅1卫,付1押1,合租,南山,桃源村(二期),桃源村,精装修,14.7平方米,西北,低层(共16层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
金穗居 朝南主卧 带飘窗独卫 配备齐全,1380,4室1厅1卫,付1押1,合租,罗湖,金穗居,草埔,精装修,14.7平方米,朝南,低层(共14层),普通住宅,2019年6月6日,刘*,打败了68%的同城经纪人
租房立省4000元港铁天颂套房直租随时看免中介商超齐全,1680,2室1厅1卫,付1押1,合租,龙华,港铁天颂,民治,精装修,13.5平方米,朝南,中层(共16层),普通住宅,2019年6月12日,鲜**,打败了65.5%的同城经纪人
租房立省4000元东方名苑近地铁，环境优美，拎包入住,940,3室1厅1卫,付1押1,合租,龙华,东方名苑,民治,精装修,11.1平方米,西南,低层(共13层),普通住宅,2019年6月12日,丁**,打败了68%的同城经纪人
深大北门东方银座公馆户型方正 南北通透精装修 全新家电 欢迎,2128,3室1厅1卫,付1押1,合租,南山,东方银座公馆,前海,精装修,16.5平方米,西南,低层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
上早新村 拎包入住 主卧出租大飘窗 东南景观好,1100,3室1厅1卫,付1押1,合租,龙华,上早新村,大浪,精装修,12.9平方米,东南,中层(共28层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元一辉花园精装好房 先到先得  月付,3275,2室1厅1卫,付1押1,合租,南山,一辉花园,华侨城,精装修,15.9平方米,东南,低层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
精装修公寓 家具家私齐全 押一付一 可随时看房入住后海,1710,3室1厅1卫,付1押1,合租,南山,天骄华庭,后海,精装修,16.4平方米,东北,低层(共9层),普通住宅,2019年6月12日,刘**,打败了74.2%的同城经纪人
英达钰龙园小区安静怡人 适合居住 精装全齐拎包住南头,1613,3室1厅1卫,付1押1,合租,南山,英达钰龙园,南头,精装修,10.4平方米,东北,中层(共12层),普通住宅,2019年6月12日,段**,打败了74.2%的同城经纪人
租房立省4000元45区综合楼精装带家电 出门公交车站,2685,2室1厅1卫,付1押1,合租,宝安,45区综合楼,新安,精装修,15.9平方米,西北,低层(共18层),普通住宅,2019年6月12日,林*,打败了71.6%的同城经纪人
潜龙鑫茂花园品质装修 楼下地铁口 押一付一 拎包入住梅林关口,1710,3室1厅1卫,付1押1,合租,龙华,潜龙鑫茂花园(A区),民治,精装修,14.9平方米,西南,中层(共13层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
全齐出租 拎包即住 有钥匙看房方便桃源村朗苑,1780,3室1厅1卫,付1押1,合租,南山,朗苑,桃源村,精装修,15.6平方米,朝北,中层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
