title,rent,room,lease,city,area,community,position,decoration,space,face,floor,type,time,contacts,evaluate
立减2000元盛兴苑精装带家私押一付一免中介,1680,3室1厅1卫,付1押1,合租,福田,元盛兴苑,沙尾,精装修,15平方米,西南,低层(共9层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住水贝新港鸿花园套房直租随时看免中介商超齐全,1250,3室1厅1卫,付1押1,合租,罗湖,新港鸿花园,翠竹,精装修,11.9平方米,东北,低层(共14层),普通住宅,2019年6月10日,张**,打败了82.4%的同城经纪人
前海房屋干净整洁 精装修 家电齐全 宽敞明亮 布局大方,1989,3室1厅1卫,付1押1,合租,南山,华昌大厦,桃园,精装修,23.4平方米,朝东,低层(共25层),普通住宅,2019年6月12日,姚**,打败了95.5%的同城经纪人
中山花园大厦 拎包入住 主卧出租大飘窗 东南景观好,1880,3室1厅1卫,付1押1,合租,罗湖,中山花园大厦,黄贝岭,精装修,10.7平方米,朝西,低层(共13层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元米兰寓所正规三房 拎包入住 家电齐全,1235,3室1厅1卫,付1押1,合租,南山,米兰寓所,蛇口,精装修,16.5平方米,朝东,低层(共16层),普通住宅,2019年6月12日,倪*,打败了95.5%的同城经纪人
租房立省4000元中兴之家高档花园小区家私齐全,1569,3室1厅1卫,付1押1,合租,南山,中兴之家,南山中心区,精装修,19平方米,朝北,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省2000元向西大厦商超齐全 压一付一 随时看房,1600,3室1厅1卫,付1押1,合租,罗湖,向西大厦,东门,精装修,15.8平方米,西北,中层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元天悦园套房直租随时看免中介商超齐全,1850,3室1厅1卫,付1押1,合租,南山,天悦园,海岸城,精装修,15.9平方米,朝东,低层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元华山村月付 包物业费网费 无中介,3185,2室1厅1卫,付1押1,合租,南山,华山村,华侨城,精装修,14.3平方米,西南,中层(共12层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
深航飞行员公寓，紧邻地铁，押一付一，家电全新，可短租,1914,3室1厅1卫,付1押1,合租,南山,深航飞行员公寓,南山中心区,精装修,23.4平方米,朝南,高层(共28层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
深大北门东方银座公馆豪华装修 管家式服务 百兆网络 随时入住,2182,3室1厅1卫,付1押1,合租,南山,东方银座公馆,前海,精装修,18.9平方米,朝南,低层(共11层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住固戍中信可短租可月付押一付一领包入住,1390,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,12.8平方米,朝北,低层(共15层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
绿茵华庭 紧邻地铁，押一付一 蛋壳公寓,1246,3室1厅1卫,付1押1,合租,龙华,绿茵华庭,大浪,精装修,15.1平方米,朝西,高层(共27层),普通住宅,2019年6月12日,丁**,打败了92.4%的同城经纪人
梅林关口立省2000元溪山美地园套房直租随时看免中介商超齐全,1970,3室1厅1卫,付1押1,合租,龙华,溪山美地园,梅林关口,精装修,17.5平方米,西南,低层(共20层),普通住宅,2019年6月12日,赖**,打败了71.6%的同城经纪人
首月0元住布心彩世界家园全新装修 品牌家电 看房随时,1690,3室1厅1卫,付1押1,合租,罗湖,彩世界家园,布心,精装修,11.2平方米,东南,低层(共8层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住水贝铁路生活小区白领公寓 实墙隔音好 家具齐全,1460,3室1厅1卫,付1押1,合租,罗湖,铁路生活小区,笋岗,精装修,13.2平方米,西北,高层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住清湖嘉逸花园正规三房 拎包入住 家电齐全,1715,2室1厅1卫,付1押1,合租,龙华,嘉逸花园,龙华,精装修,15.6平方米,西北,高层(共23层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
租房立省4000元美丽AAA花园家电齐全 拎包入住 急租急租,2305,2室1厅1卫,付1押1,合租,龙华,美丽AAA花园,龙华中心区,精装修,14.7平方米,东北,高层(共23层),普通住宅,2019年6月12日,陈*,打败了96.2%的同城经纪人
租房立省4000元幸福城出门就是地铁 精装带家私,2600,3室1厅1卫,付1押1,合租,龙华,幸福城(一期),清湖,精装修,32.4平方米,朝南,高层(共22层),普通住宅,2019年6月12日,苟**,打败了68%的同城经纪人
租房立省3000元金豪花园全新装修 品牌家电 看房随时,1550,3室1厅1卫,付1押1,合租,罗湖,金豪花园,笋岗,精装修,14.1平方米,朝南,低层(共17层),普通住宅,2019年6月11日,王**,打败了96.2%的同城经纪人
桃源村视野开阔 豪华装修 家电家具齐全塘朗城,1670,3室1厅1卫,付1押1,合租,南山,塘朗城,大学城,精装修,16.6平方米,朝西,中层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元海欣花园包物业包网费 无中介,1550,3室1厅1卫,付1押1,合租,南山,海欣花园,蛇口,精装修,14.9平方米,朝南,低层(共19层),普通住宅,2019年6月12日,于*,打败了65.5%的同城经纪人
新园综合楼 可短租，精装修3房2厅，拎包住,1590,1室1厅1卫,付1押1,合租,宝安,新园综合楼,固戍,精装修,15.5平方米,朝北,高层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住沙井荣泰园可短租可月付24管家服务,930,3室1厅1卫,付1押1,合租,宝安,荣泰园,沙井,精装修,15.3平方米,西北,低层(共19层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
租房立省4000元莱蒙水榭春天一期精装全配房间精致且温馨,1625,2室1厅1卫,付1押1,合租,龙华,莱蒙水榭春天一二三期,莱蒙水榭春天,精装修,13.7平方米,朝西,高层(共19层),普通住宅,2019年6月12日,杨*,打败了77.2%的同城经纪人
租房立省3000元幸福里商超齐全 压一付一 随时看房,1970,3室1厅1卫,付1押1,合租,罗湖,幸福里,蔡屋围,精装修,13.8平方米,朝东,低层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住横岗志健时代广场家电齐全 拎包入住 急租急租,2250,3室1厅1卫,付1押1,合租,龙岗,志健时代广场,横岗,精装修,17.1平方米,东南,中层(共14层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
租房立省4000元星河丹堤包物业包网费 无中介,905,3室1厅1卫,付1押1,合租,龙华,星河丹堤,龙华,精装修,13.7平方米,西北,高层(共25层),普通住宅,2019年6月12日,冉**,打败了91.1%的同城经纪人
房间干净整洁 室友容易相处 宝安中心有钥匙方便看房,2040,3室1厅1卫,付1押1,合租,宝安,宝佳苑,宝安中心区,精装修,15.8平方米,东南,中层(共17层),普通住宅,2019年6月12日,彭**,打败了77.2%的同城经纪人
中粮天悦壹号  精装蛋壳公寓 押一付一,1623,3室1厅1卫,付1押1,合租,宝安,中粮天悦壹号,新安,精装修,13.4平方米,朝南,低层(共17层),普通住宅,2019年6月12日,刘**,打败了92.4%的同城经纪人
租房立省4000元中航天逸正规三房 拎包入住 家电齐全,1880,3室1厅1卫,付1押1,合租,龙华,中航天逸,民治,精装修,23.1平方米,朝西,高层(共26层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元天海花园高层飘窗近地铁生活便利,1235,2室1厅1卫,付1押1,合租,南山,天海花园,后海,精装修,14平方米,朝东,中层(共15层),普通住宅,2019年6月12日,姚**,打败了95.5%的同城经纪人
首月0元住清湖天玑公馆正规三房 拎包入住 家电齐全,1785,2室1厅1卫,付1押1,合租,龙华,天玑公馆,清湖,精装修,15.5平方米,朝东,中层(共16层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
清湖立省2000元幸福城正规三房 拎包入住 家电齐全,1801,3室1厅1卫,付1押1,合租,龙华,幸福城(一期),清湖,精装修,11平方米,东南,高层(共20层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
租房立省4000元润尔雅园套房直租随时看免中介商超齐全,2950,2室1厅1卫,付1押1,合租,南山,润尔雅园,后海,精装修,14.9平方米,东南,低层(共18层),普通住宅,2019年6月12日,赖**,打败了93.6%的同城经纪人
租房立省3000元白石龙二区商超齐全 压一付一 随时看房,1540,3室1厅1卫,付1押1,合租,龙华,白石龙二区,梅林关口,精装修,15.2平方米,西北,高层(共21层),普通住宅,2019年6月12日,丁**,打败了68%的同城经纪人
租房立省4000元广博星海华庭正规三房 拎包入住 家电齐全,2845,2室1厅1卫,付1押1,合租,南山,广博星海华庭,后海,精装修,16.2平方米,朝南,中层(共14层),普通住宅,2019年6月12日,赖**,打败了93.6%的同城经纪人
首月0元住桃源居康达尔山海上城950可短租可月付押一付一,950,2室1厅1卫,付1押1,合租,宝安,康达尔山海上城,西乡,精装修,14.8平方米,朝南,中层(共18层),普通住宅,2019年6月12日,王**,打败了77.2%的同城经纪人
立减2000中信花园精装带家私押一付一免中介,1970,3室1厅1卫,付1押1,合租,南山,中信花园,白石洲,精装修,17.2平方米,西南,中层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元润泽大厦押一付一 精装公寓 无中介,1394,3室1厅1卫,付1押1,合租,龙华,润泽大厦,清湖,精装修,13.7平方米,朝南,高层(共26层),普通住宅,2019年6月12日,苟**,打败了68%的同城经纪人
租房立省1000元常兴花园白领公寓 实墙隔音好 家具齐全,1520,3室1厅1卫,付1押1,合租,南山,常兴花园,南山中心区,精装修,20.4平方米,朝西,中层(共28层),普通住宅,2019年6月12日,张**,打败了77.2%的同城经纪人
租房立省2000元碧海富通城一期独卫带阳台 家电齐全 无中介,1920,3室1厅1卫,付1押1,合租,宝安,缤纷世界,西乡,精装修,11.3平方米,朝西,高层(共26层),普通住宅,2019年6月12日,刘**,打败了74.2%的同城经纪人
租房立省4000元绿海名都包物业包网费 精装小区房 无中介,1220,2室1厅1卫,付1押1,合租,南山,绿海名都,前海,精装修,13.5平方米,东北,低层(共16层),普通住宅,2019年6月12日,徐*,打败了79.9%的同城经纪人
租房立省4000元天玑公馆出门就是地铁 精装带家私,2600,3室1厅1卫,付1押1,合租,龙华,天玑公馆,清湖,精装修,29.4平方米,朝南,高层(共24层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
南头位置好 交通便利 小区管理严格 户型方正 全齐出租,1467,3室1厅1卫,付1押1,合租,南山,缤纷年华,南头,精装修,10.8平方米,朝东,中层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元鸿荣源壹成中心花园全新装修 品牌家电 看房,1680,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,15.1平方米,朝南,中层(共28层),普通住宅,2019年6月12日,王*,打败了71.6%的同城经纪人
租房立省3000元桃苑新村白领公寓 实墙隔音好 家具齐全,1251,3室1厅1卫,付1押1,合租,龙华,桃苑新村,龙华中心区,精装修,10.8平方米,朝南,低层(共14层),普通住宅,2019年6月12日,孙*,打败了82.4%的同城经纪人
租房立省1000元荔园大厦近地铁，环境优美，拎包入住,1551,3室1厅1卫,付1押1,合租,南山,荔园大厦,南山中心区,精装修,18.1平方米,朝北,中层(共26层),普通住宅,2019年6月12日,张**,打败了77.2%的同城经纪人
民治立省2000元梅花山庄家电齐全 拎包入住 急租急租,990,3室1厅1卫,付1押1,合租,龙华,梅花山庄(别墅),民治,精装修,13.9平方米,朝东,中层(共12层),普通住宅,2019年6月12日,陆*,打败了71.6%的同城经纪人
租房立省3000元清泉大厦高层采光视野好 交通生活便利,970,3室1厅1卫,付1押1,合租,龙华,清泉大厦,清湖,精装修,12.9平方米,东南,低层(共16层),普通住宅,2019年6月12日,朱*,打败了71.6%的同城经纪人
租房立省1000元海岸明珠包物业包网费 精装小区房 无中介,1780,3室1厅1卫,付1押1,合租,南山,海岸明珠,南油,精装修,13.8平方米,东北,高层(共20层),普通住宅,2019年6月12日,张**,打败了77.2%的同城经纪人
首月0元住八卦岭笔架山花园家电齐全 拎包入住 急租急租,2090,3室1厅1卫,付1押1,合租,福田,乐山居,笔架山,精装修,13.3平方米,朝北,中层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元城中雅苑精装带家电 出门公交车站,2550,3室1厅1卫,付1押1,合租,福田,城中雅苑,福田中心,精装修,25.8平方米,朝北,低层(共30层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元中海华庭家电齐全 拎包入住 急租急租,2550,3室1厅1卫,付1押1,合租,福田,中海华庭,福田中心,精装修,30平方米,朝东,低层(共29层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
租房立省3000元公交集团宿舍全新家电给你个温馨的窝,1340,3室1厅1卫,付1押1,合租,罗湖,公交集团宿舍,草埔,精装修,13.7平方米,朝东,中层(共12层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住固戍中信可短租可月付押一付一领包入住,1460,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,13平方米,朝南,低层(共15层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
租房立省3000元雅云轩精装全配房间精致且温馨,2690,3室1厅1卫,付1押1,合租,福田,雅云轩,石厦,精装修,27.5平方米,朝北,高层(共20层),普通住宅,2019年6月12日,陈**,打败了88%的同城经纪人
深大北门东方银座公馆豪华装修 管家式服务 百兆网络 随时入住,2182,3室1厅1卫,付1押1,合租,南山,东方银座公馆,前海,精装修,18.9平方米,朝南,低层(共11层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元名商园高档花园小区家私齐全,1342,3室1厅1卫,付1押1,合租,南山,名商园,华侨城,精装修,21平方米,东南,低层(共22层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
立减2000浅水湾精装带家私押一付一免中介,1550,1室1厅1卫,付1押1,合租,南山,卓越浅水湾,科技园,精装修,16.2平方米,东南,低层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住固戍南航明珠1990可短租可月付押一付一,1990,3室1厅1卫,付1押1,合租,宝安,南航明珠花园,西乡,精装修,13平方米,东北,低层(共17层),普通住宅,2019年6月12日,罗**,打败了71.6%的同城经纪人
南山周边天悦园小区环境安静 精装修单间 拎包入住,1500,3室1厅1卫,付1押1,合租,南山,天悦园,海岸城,精装修,14.6平方米,朝西,高层(共23层),普通住宅,2019年6月12日,罗**,打败了84.3%的同城经纪人
立减2000富联公寓精装带家私押一付一免中介,1490,3室1厅1卫,付1押1,合租,龙华,富联公寓,美丽365花园,精装修,14.4平方米,西南,低层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元前海时代全新家电给你个温馨的窝,1820,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,14.1平方米,朝东,中层(共14层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
白石洲小区配套齐全 楼层好 视野广阔 采光好 空气质量好,1700,3室1厅1卫,付1押1,合租,南山,美庐锦园,白石洲,精装修,19.6平方米,西北,高层(共23层),普通住宅,2019年6月12日,张*,打败了74.2%的同城经纪人
南山周边桂庙花园小区环境安静 精装修单间 拎包入住,1090,3室1厅1卫,付1押1,合租,南山,桂庙花园,南山中心区,精装修,14.1平方米,西南,高层(共24层),普通住宅,2019年6月12日,罗**,打败了84.3%的同城经纪人
租房立省2000元瑞河耶纳高层采光视野好 交通生活便利,2610,3室1厅1卫,付1押1,合租,南山,瑞河耶纳(汀兰鹭榭花园),华侨城,精装修,24.7平方米,东北,中层(共17层),普通住宅,2019年6月12日,姚**,打败了95.5%的同城经纪人
迎朝大厦 电梯高层 大面积 大客厅 主卧 次卧,1940,1室1厅1卫,付1押1,合租,南山,迎朝大厦,蛇口,精装修,17.5平方米,西北,高层(共24层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
坂田立省3000元泓瀚苑商超齐全 压一付一 随时看房,2390,3室1厅1卫,付1押1,合租,龙岗,泓瀚苑,坂田,精装修,20.7平方米,西北,中层(共16层),普通住宅,2019年6月12日,梁**,打败了77.2%的同城经纪人
租房立省4000元前海时代高层采光视野好 交通生活便利,1900,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,14.9平方米,东南,低层(共18层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
立减2000 梅林海关生活区 精装 押一付一 免中介,2190,3室1厅1卫,付1押1,合租,福田,梅林海关生活区,莲花一村,精装修,22.9平方米,西南,高层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住桃源居康达尔山海上城950可短租可月付押一付一,950,2室1厅1卫,付1押1,合租,宝安,康达尔山海上城,西乡,精装修,14.8平方米,朝南,中层(共18层),普通住宅,2019年6月12日,王**,打败了77.2%的同城经纪人
首月0元住桃园南侨花园1585管家服务高性价比大主卧,1585,3室1厅1卫,付1押1,合租,南山,南侨花园,南山医院,精装修,19.4平方米,朝南,低层(共21层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
龙珠花园，停车方便，家具齐全，干净整洁，拎包入住,1610,3室1厅1卫,付1押1,合租,布吉,龙珠花园,布吉关,精装修,14.3平方米,朝南,高层(共21层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住南山南山中心区现代城华庭可短租可月付押一付一,1480,3室1厅1卫,付1押1,合租,南山,现代城华庭,南山中心区,精装修,16.3平方米,东北,低层(共18层),普通住宅,2019年6月12日,韩**,打败了74.2%的同城经纪人
金达花园后瑞地铁口，小区环境好，紧邻地铁口，交通便利,1795,3室1厅1卫,付1押1,合租,南山,海晖大厦,南油,精装修,14.1平方米,朝西,低层(共16层),普通住宅,2019年6月12日,杨**,打败了77.2%的同城经纪人
租房立省4000元苏豪名厦高层飘窗近地铁生活便利,1840,3室1厅1卫,付1押1,合租,南山,苏豪名厦,南头,精装修,17.8平方米,朝北,低层(共21层),普通住宅,2019年6月12日,杨*,打败了68%的同城经纪人
水湾1979小区安静怡人 适合居住 精装全齐拎包住蛇口,1100,1室1厅1卫,付1押1,合租,南山,水湾1979,蛇口,精装修,13.5平方米,朝西,中层(共15层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
租房立省2000元南光城市花园家电齐全 拎包入住 急租急租,1440,2室1厅1卫,付1押1,合租,南山,南光城市花园,南山中心区,精装修,14平方米,东南,中层(共12层),普通住宅,2019年6月11日,黄**,打败了68%的同城经纪人
租房立省4000元中航天逸精装好房 先到先得  月付,2160,3室1厅1卫,付1押1,合租,龙华,中航天逸,民治,精装修,17.5平方米,东南,低层(共20层),普通住宅,2019年6月12日,魏*,打败了65.5%的同城经纪人
租房立省4000元世界花园香山居商超齐全 压一付一 随时看房,1347,3室1厅1卫,付1押1,合租,南山,世界花园香山居,华侨城,精装修,18.9平方米,朝西,低层(共22层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
首月0元住固戍中信2805可短租可月付,2805,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,18.2平方米,朝东,中层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元仓前锦福苑精装带家电 出门公交车站,1743,3室1厅1卫,付1押1,合租,南山,仓前锦福苑(南区),南山中心区,精装修,17.5平方米,东南,高层(共28层),普通住宅,2019年6月12日,陈**,打败了88%的同城经纪人
租房立省4000元新乐村六巷1号小区包物业包网费 精装小区房,2990,1室1厅1卫,付1押1,合租,宝安,新乐村六巷1号小区,西乡,精装修,22.5平方米,西北,高层(共20层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省4000元宝湖新村正规三房 拎包入住 家电齐全,1410,3室1厅1卫,付1押1,合租,龙华,宝湖新村,清湖,精装修,11.8平方米,朝南,低层(共14层),普通住宅,2019年6月12日,苟**,打败了68%的同城经纪人
租房立省4000元鼎尚时代包物业包网费 精装小区房 无中介,2740,1室1厅1卫,付1押1,合租,宝安,鼎尚时代,固戍,精装修,27.6平方米,朝北,高层(共24层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省2000元龙坤居家电齐全 拎包入住 急租急租,1410,2室1厅1卫,付1押1,合租,南山,龙坤居,南油,精装修,15.8平方米,西北,低层(共8层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
南山周边配套完善 有电梯 户型方正 采光足 宜居住,1100,3室1厅1卫,付1押1,合租,南山,桂庙花园,南山中心区,精装修,16.2平方米,东北,中层(共17层),普通住宅,2019年6月12日,罗**,打败了84.3%的同城经纪人
典雅居 高立减3000 紧邻地铁 家具全新,1550,3室1厅1卫,付1押1,合租,罗湖,典雅居,翠竹,精装修,11.7平方米,西南,中层(共12层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省2000元中信红树湾精装好房 先到先得  月付,2510,3室1厅1卫,付1押1,合租,南山,中信红树湾(南区),华侨城,精装修,27.3平方米,东南,中层(共12层),普通住宅,2019年6月12日,姚**,打败了95.5%的同城经纪人
科技园三十六区  精装蛋壳公寓 押一付一,1910,3室1厅1卫,付1押1,合租,南山,科苑花园,科技园,精装修,17.6平方米,朝东,低层(共18层),普通住宅,2019年6月12日,苏**,打败了74.2%的同城经纪人
租房立省4000元西丽工业区套房直租随时看免中介商超齐全,2830,3室1厅1卫,付1押1,合租,南山,西丽工业区,西丽,精装修,31.9平方米,朝东,中层(共14层),普通住宅,2019年6月12日,余*,打败了68%的同城经纪人
首月0租金，一年省2.5个月 这里交通便利  阳台房 房间实,2390,3室1厅1卫,付1押1,合租,龙华,万科金域华府,龙华,精装修,26.2平方米,朝东,中层(共17层),普通住宅,2019年6月12日,张*,打败了74.2%的同城经纪人
租房立省4000元珑御府包物业包网费 精装小区房 无中介,1560,3室1厅1卫,付1押1,合租,南山,珑御府,科苑,精装修,14.6平方米,朝东,低层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住清湖地铁口美丽365花园1830可短租押一付一,1830,3室1厅1卫,付1押1,合租,龙华,美丽365花园,美丽365花园,精装修,16.5平方米,朝北,低层(共17层),普通住宅,2019年6月12日,陈**,打败了88%的同城经纪人
南向采光足 全齐出租 拎包即住 室友易相处南头,1590,3室1厅1卫,付1押1,合租,南山,阳光里雅居,南山中心区,精装修,17.3平方米,西北,中层(共15层),普通住宅,2019年6月12日,赖**,打败了93.6%的同城经纪人
首月0元住固戍地铁口中信1460可短租押一付一,1460,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,14.7平方米,朝南,低层(共17层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
南头低调中尽显奢华 南向采光足 全齐出租 方便看房,1355,3室1厅1卫,付1押1,合租,南山,四季丽晶,前海,精装修,18.7平方米,东北,高层(共23层),普通住宅,2019年6月12日,罗**,打败了71.6%的同城经纪人
租房立省3000元星河锦居出门就是地铁 精装带家私,2550,3室1厅1卫,付1押1,合租,福田,星河锦居,沙尾,精装修,22.5平方米,朝北,低层(共26层),普通住宅,2019年6月11日,刘*,打败了68%的同城经纪人
首月0元住桃源居中信可短租可月付24管家服务,950,2室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,13.2平方米,东北,低层(共15层),普通住宅,2019年6月12日,杨**,打败了74.2%的同城经纪人
租房立省4000元深航幸福花园全新装修 品牌家电 看房随时,1600,3室1厅1卫,付1押1,合租,宝安,深航幸福花园,福永,精装修,11.9平方米,东北,低层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元鸿荣源壹成中心花园月付 包物业费网费 无中,1060,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,12.8平方米,朝东,低层(共14层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
租房立省3000元东环二路1号小区押一付一 精装公寓 无中介,1920,3室1厅1卫,付1押1,合租,龙华,东环二路1号小区,民治,精装修,18.2平方米,东北,低层(共19层),普通住宅,2019年6月12日,唐*,打败了68%的同城经纪人
