title,rent,room,lease,city,area,community,position,decoration,space,face,floor,type,time,contacts,evaluate
租房立省3000元益强居正规三房 拎包入住 家电齐全,1560,3室1厅1卫,付1押1,合租,福田,益强居,益田村,精装修,13.5平方米,西北,中层(共17层),普通住宅,2019年6月12日,许**,打败了71.6%的同城经纪人
租房立省4000元新乐社区月付 包物业费网费 无中介,2145,2室1厅1卫,付1押1,合租,宝安,新乐社区,宝安中心区,精装修,13.7平方米,西北,低层(共16层),普通住宅,2019年6月12日,刘**,打败了77.2%的同城经纪人
莱蒙水榭春天 中间楼层 精装三房 环境舒适 业主直租,1260,3室1厅1卫,付1押1,合租,龙华,莱蒙水榭春天一二三期,莱蒙水榭春天,精装修,13.4平方米,东北,中层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住清湖美丽365花园可短租可月付24管家服务,1960,3室1厅1卫,付1押1,合租,龙华,美丽365花园,美丽365花园,精装修,18.7平方米,西北,低层(共19层),普通住宅,2019年6月12日,陈**,打败了88%的同城经纪人
租房立省4000元美丽AAA花园包物业包网费 无中介,2305,2室1厅1卫,付1押1,合租,龙华,美丽AAA花园,龙华中心区,精装修,14.4平方米,朝南,中层(共14层),普通住宅,2019年6月12日,李**,打败了82.4%的同城经纪人
租房立省4000元日出印象正规三房 拎包入住 家电齐全,1080,3室1厅1卫,付1押1,合租,龙华,日出印象(B区),民治,精装修,26.6平方米,朝西,中层(共20层),普通住宅,2019年6月12日,陆*,打败了71.6%的同城经纪人
梅林关口悦景苑全齐出租 拎包即住 有钥匙看房方便,1780,3室1厅1卫,付1押1,合租,龙华,悦景苑,梅林关口,精装修,15平方米,东北,中层(共18层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省2000元南海玫瑰花园精装好房 先到先得 月付,1830,3室1厅1卫,付1押1,合租,南山,南海玫瑰花园(一期),蛇口,精装修,17.1平方米,西北,高层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元金穗居独卫带阳台 家电齐全 无中介,1325,3室1厅1卫,付1押1,合租,罗湖,金穗居,草埔,精装修,14.2平方米,朝北,中层(共14层),普通住宅,2019年6月8日,任*,打败了77.2%的同城经纪人
租房立省4000元金凤凰豪苑独卫带阳台 家电齐全 无中介,880,3室1厅1卫,付1押1,合租,龙华,金凤凰豪苑,清湖,精装修,12平方米,西南,低层(共14层),普通住宅,2019年6月12日,陈**,打败了84.3%的同城经纪人
租房立省4000元浩铭财富广场民水电 免中介 拎包入住,1900,3室1厅1卫,付1押1,合租,福田,浩铭财富广场,荔枝公园,精装修,23.1平方米,朝南,高层(共20层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
高端住宅小区 生活气息浓 采光好 家电家具全新 可月租可做饭,2164,3室1厅1卫,付1押1,合租,南山,豪方现代豪园,科技园,精装修,19.8平方米,朝东,低层(共11层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元前海时代全新家电给你个温馨的窝,1820,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,14.1平方米,朝东,中层(共14层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
租房立省4000元鸿荣源壹成中心花园全新装修 品牌家电 看房,1680,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,15.1平方米,朝南,中层(共28层),普通住宅,2019年6月12日,王*,打败了71.6%的同城经纪人
新天地名居 可短租，精装修3房2厅，拎包住,1830,3室1厅1卫,付1押1,合租,罗湖,新天地名居,黄贝岭,精装修,15.4平方米,东北,低层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元富通天骏商超齐全 压一付一 随时看房,2335,2室1厅1卫,付1押1,合租,龙华,富通天骏,龙华,精装修,14.4平方米,朝北,低层(共16层),普通住宅,2019年6月12日,霍**,打败了63.2%的同城经纪人
民治立省2000元梅花山庄家电齐全 拎包入住 急租急租,990,3室1厅1卫,付1押1,合租,龙华,梅花山庄(别墅),民治,精装修,13.9平方米,朝东,中层(共12层),普通住宅,2019年6月12日,陆*,打败了71.6%的同城经纪人
环境优美 豪华装修 家电家具齐全 商超齐全龙华中心区幸福城,1680,3室1厅1卫,付1押1,合租,龙华,幸福城(一期),清湖,精装修,18.5平方米,朝西,中层(共13层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
首月0元住桃园南侨花园1585管家服务高性价比大主卧,1585,3室1厅1卫,付1押1,合租,南山,南侨花园,南山医院,精装修,19.4平方米,朝南,低层(共21层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
租房立省4000元金地上塘道精装好房 先到先得  月付,2500,3室1厅1卫,付1押1,合租,龙华,金地上塘道(一期),龙华,精装修,23平方米,朝北,中层(共17层),普通住宅,2019年6月12日,刘**,打败了71.6%的同城经纪人
首月0元住清湖保利悦都花园正规三房 拎包入住 家电齐全,1710,2室1厅1卫,付1押1,合租,龙华,保利悦都,清湖,精装修,16.1平方米,东南,中层(共15层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
龙华中心区停车方便 户型方正 采光足 精装全齐拎包即住,1990,3室1厅1卫,付1押1,合租,龙华,捷殷翰庭,龙华中心区,精装修,15.3平方米,东北,低层(共20层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
首月0元住固戍南航明珠1990可短租可月付押一付一,1990,3室1厅1卫,付1押1,合租,宝安,南航明珠花园,西乡,精装修,13平方米,东北,低层(共17层),普通住宅,2019年6月12日,罗**,打败了71.6%的同城经纪人
租房立省4000元东怡楼包物业包网费 精装小区房 无中介,1800,2室1厅1卫,付1押1,合租,南山,东怡楼,蛇口,精装修,14.9平方米,西北,高层(共19层),普通住宅,2019年6月12日,雷*,打败了74.2%的同城经纪人
租房立省4000元富联公寓家电齐全 拎包入住 急租急租,910,3室1厅1卫,付1押1,合租,龙华,富联公寓,美丽365花园,精装修,10.5平方米,朝东,低层(共13层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
赛格新城市广场 紧邻地铁，押一付一 蛋壳公寓,2250,1室1厅1卫,付1押1,合租,布吉,赛格新城市广场,上水径,精装修,12.7平方米,东南,低层(共12层),普通住宅,2019年6月11日,王*,打败了71.6%的同城经纪人
租房立省1000元常兴花园白领公寓 实墙隔音好 家具齐全,1520,3室1厅1卫,付1押1,合租,南山,常兴花园,南山中心区,精装修,20.4平方米,朝西,中层(共28层),普通住宅,2019年6月12日,张**,打败了77.2%的同城经纪人
南向采光足 全齐出租 拎包即住 室友易相处桃源村,1600,3室1厅1卫,付1押1,合租,南山,天地峰景园,桃源村,精装修,16.2平方米,西南,高层(共21层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住蔡屋围宝泉庄独卫带阳台 家电齐全 无中介,2330,3室1厅1卫,付1押1,合租,罗湖,宝泉庄,笋岗,精装修,11.8平方米,朝北,低层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元佳和苑精装带家电 出门公交车站,2600,3室1厅1卫,付1押1,合租,龙华,佳和苑,清湖,精装修,30.3平方米,朝南,中层(共19层),普通住宅,2019年6月12日,苟**,打败了68%的同城经纪人
首月0元住固戍中信可短租可月付押一付一领包入住,1390,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,12.8平方米,朝北,低层(共15层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
租房立省3000元益强居商超齐全 压一付一 随时看房,2120,3室1厅1卫,付1押1,合租,福田,益强居,益田村,精装修,20.9平方米,东北,高层(共23层),普通住宅,2019年6月12日,周*,打败了84.3%的同城经纪人
租房立省4000元恒裕滨城二期全新装修 品牌家电 看房随时,2990,2室1厅1卫,付1押1,合租,南山,恒裕滨城二期,后海,精装修,14.9平方米,朝东,中层(共17层),普通住宅,2019年6月12日,赖**,打败了93.6%的同城经纪人
紧靠地铁 生活配套齐全 无中介杂费 方形方正宽大 通透采光好,1560,3室1厅1卫,付1押1,合租,南山,幸福花园,大学城,精装修,16.6平方米,朝南,中层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元中航天逸精装带家电 出门公交车站,1160,3室1厅1卫,付1押1,合租,龙华,中航天逸,民治,精装修,15平方米,朝北,低层(共20层),普通住宅,2019年6月12日,陆*,打败了71.6%的同城经纪人
租房立省4000元塘头村一坊高层飘窗近地铁生活便利,1497,3室1厅1卫,付1押1,合租,南山,塘头村一坊,华侨城,精装修,19.4平方米,东南,低层(共20层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
租房立省4000元金凤凰豪苑全新装修 品牌家电 看房随时,2600,3室1厅1卫,付1押1,合租,龙华,金凤凰豪苑,清湖,精装修,29.1平方米,朝南,中层(共20层),普通住宅,2019年6月12日,苟**,打败了68%的同城经纪人
租房立省4000元青年城邦园精装带家电 出门公交车站,2070,3室1厅1卫,付1押1,合租,龙华,青年城邦园,龙华,精装修,19.3平方米,朝西,中层(共27层),普通住宅,2019年6月12日,张**,打败了82.4%的同城经纪人
南头精装修拎包入住 花园式朝南阳光充分 管家服务可月付,1622,3室1厅1卫,付1押1,合租,南山,苏豪名厦,南头,精装修,10.9平方米,东南,高层(共20层),普通住宅,2019年6月12日,段**,打败了74.2%的同城经纪人
首月0元住蔡屋围大信大厦精装好房 先到先得 月付,2660,3室1厅1卫,付1押1,合租,罗湖,大信大厦,笋岗,精装修,13平方米,西北,中层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元前海明珠正规三房 拎包入住 家电齐全,1220,2室1厅1卫,付1押1,合租,南山,前海明珠,前海,精装修,14平方米,东南,低层(共16层),普通住宅,2019年6月12日,徐*,打败了79.9%的同城经纪人
租房立省4000元前海时代押一付一 精装公寓 无中介,1860,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,15.2平方米,朝东,高层(共22层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
租房立省4000元春树里商超齐全 压一付一 随时看房,1590,3室1厅1卫,付1押1,合租,南山,春树里,蛇口,精装修,16.2平方米,东南,低层(共20层),普通住宅,2019年6月12日,于*,打败了65.5%的同城经纪人
租房立省4000元金亨利都荟套房直租随时看免中介商超齐全,930,3室1厅1卫,付1押1,合租,龙华,金亨利都荟首府,民治,精装修,11.6平方米,东南,低层(共14层),普通住宅,2019年6月12日,丁**,打败了68%的同城经纪人
首月0元住固戍中信可短租高性价比大主卧等,1390,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,17.8平方米,西北,低层(共21层),普通住宅,2019年6月12日,黄**,打败了68%的同城经纪人
首月0元住清湖幸福城一期正规三房 拎包入住 家电齐全,1740,2室1厅1卫,付1押1,合租,龙华,幸福城(一期),清湖,精装修,14.4平方米,朝西,中层(共17层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
租房立省4000元桦润馨居精装好房 先到先得  月付,2080,3室1厅1卫,付1押1,合租,龙华,桦润馨居,龙华,精装修,16.7平方米,东北,中层(共25层),普通住宅,2019年6月12日,张**,打败了82.4%的同城经纪人
租房立省4000元莱蒙水榭春天一期高层飘窗近地铁生活便利,1785,2室1厅1卫,付1押1,合租,龙华,莱蒙水榭春天一二三期,莱蒙水榭春天,精装修,15.6平方米,朝南,中层(共18层),普通住宅,2019年6月12日,杨*,打败了77.2%的同城经纪人
租房立省4000元下步庙南区独卫带阳台 家电齐全 无中介,1530,3室1厅1卫,付1押1,合租,福田,下步庙南区,赤尾,精装修,17.7平方米,东南,中层(共14层),普通住宅,2019年6月12日,许**,打败了71.6%的同城经纪人
租房立省4000元东方银座公馆高档花园小区家私齐全,2895,2室1厅1卫,付1押1,合租,南山,东方银座公馆,前海,精装修,14.9平方米,朝东,低层(共18层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
首月0元住龙华地铁口优品建筑1830可短租押一付一,1830,3室1厅1卫,付1押1,合租,龙华,优品建筑,龙华,精装修,19.8平方米,朝北,低层(共19层),普通住宅,2019年6月12日,韩**,打败了74.2%的同城经纪人
租房立省3000元长城里程家园精装带家电 出门公交车站,955,3室1厅1卫,付1押1,合租,龙华,长城里程家园,民治,精装修,15.1平方米,东北,中层(共14层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元鸿荣源壹成中心花园月付 包物业费网费 无中,1060,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,12.8平方米,朝东,低层(共14层),普通住宅,2019年6月12日,何*,打败了74.2%的同城经纪人
丹枫白露城东1号，地铁口，豪华装修，直接拎包入住,2050,3室1厅1卫,付1押1,合租,罗湖,丹枫白露城东1号,黄贝岭,精装修,13.7平方米,朝南,低层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
立减2000振兴精装带家私押一付一免中介,2250,1室1厅1卫,付1押1,合租,南山,振兴小区,蛇口,精装修,20.8平方米,朝北,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元世纪春城精装全配房间精致且温馨,920,3室1厅1卫,付1押1,合租,龙华,世纪春城(一期),龙华,精装修,15平方米,朝西,高层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
立减2000豪方悠然居精装带家私押一付一免中介,2200,1室1厅1卫,付1押1,合租,南山,豪方悠然居,蛇口,精装修,21.8平方米,朝西,低层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元康华苑正规三房 拎包入住 家电齐全,2295,2室1厅1卫,付1押1,合租,龙华,康华苑,龙华,精装修,13.8平方米,朝南,中层(共16层),普通住宅,2019年6月12日,李**,打败了82.4%的同城经纪人
租房立省4000元椰树花园近地铁，环境优美，拎包入住,2850,3室1厅1卫,付1押1,合租,福田,椰树花园,上沙,精装修,12.2平方米,朝北,低层(共15层),普通住宅,2019年6月10日,刘*,打败了68%的同城经纪人
租房立省2000元茂恒园精装好房 先到先得 月付,2230,3室1厅1卫,付1押1,合租,福田,茂恒园,莲花一村,精装修,25.1平方米,朝东,高层(共24层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
立减2000祥祺花园精装带家私押一付一免中介,2000,3室1厅1卫,付1押1,合租,南山,祥祺花园,白石洲,精装修,18.2平方米,朝南,中层(共18层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元东富龙花园商超齐全 压一付一 随时看房,2600,3室1厅1卫,付1押1,合租,龙华,东富龙花园,清湖,精装修,29.4平方米,朝南,中层(共20层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
租房立省4000元半山海景兰溪谷高层飘窗近地铁生活便利,1650,3室1厅1卫,付1押1,合租,南山,半山海景兰溪谷(三期),蛇口,精装修,17.2平方米,西南,低层(共19层),普通住宅,2019年6月12日,于*,打败了65.5%的同城经纪人
民治立省2000元星河传奇出门就是地铁 精装带家私,999,3室1厅1卫,付1押1,合租,龙华,星河传奇,民治,精装修,15.4平方米,朝南,低层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元锦绣御园独卫带阳台 家电齐全 无中介,955,3室1厅1卫,付1押1,合租,龙华,锦绣御园,龙华,精装修,14.3平方米,朝西,低层(共16层),普通住宅,2019年6月12日,唐*,打败了68%的同城经纪人
租房立省4000元日出印象精装好房 先到先得  月付,1860,3室1厅1卫,付1押1,合租,龙华,日出印象(B区),民治,精装修,26.9平方米,朝西,低层(共29层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元华府苑全新装修 品牌家电 看房随时,1710,2室1厅1卫,付1押1,合租,南山,华府苑,前海,精装修,16.1平方米,西北,低层(共18层),普通住宅,2019年6月12日,徐*,打败了79.9%的同城经纪人
租房立省4000元中航天逸精装好房 先到先得  月付,2140,3室1厅1卫,付1押1,合租,龙华,中航天逸,民治,精装修,17.4平方米,朝东,低层(共18层),普通住宅,2019年6月12日,魏*,打败了65.5%的同城经纪人
首月0元住固戍万象新天可短租可月付押一付一领包入住,2270,3室1厅1卫,付1押1,合租,宝安,万象新天三期,固戍,精装修,11平方米,朝南,高层(共22层),普通住宅,2019年6月12日,姜*,打败了77.2%的同城经纪人
国展苑 押一付一 独立厨卫 家具家电全新 配套式服务,1620,3室1厅1卫,付1押1,合租,布吉,国展苑,布吉关,精装修,15.5平方米,朝南,低层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元鸿荣源壹成中心花园精装全配房间精致且温馨,1730,3室1厅1卫,付1押1,合租,龙华,鸿荣源壹成中心花园,龙华,精装修,13.6平方米,朝北,低层(共22层),普通住宅,2019年6月12日,王*,打败了71.6%的同城经纪人
租房立省3000元翠珠小区出门就是地铁 精装带家私,1550,3室1厅1卫,付1押1,合租,罗湖,翠珠小区,翠竹,精装修,28.3平方米,东南,中层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
渔港大楼 寻找女生合租 楼梯四楼 家私齐 拎包入住,2290,1室1厅1卫,付1押1,合租,南山,渔港大楼,蛇口,精装修,20.6平方米,西北,低层(共24层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元天海花园高层飘窗近地铁生活便利,1235,2室1厅1卫,付1押1,合租,南山,天海花园,后海,精装修,14平方米,朝东,中层(共15层),普通住宅,2019年6月12日,姚**,打败了95.5%的同城经纪人
梅林关口悦景苑全齐出租 拎包即住 有钥匙看房方便,1780,3室1厅1卫,付1押1,合租,龙华,悦景苑,梅林关口,精装修,15平方米,东北,中层(共18层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省3000元万科金域华府家电齐全 拎包入住 急租急租,920,3室1厅1卫,付1押1,合租,龙华,万科金域华府,龙华,精装修,12.2平方米,朝南,中层(共12层),普通住宅,2019年6月12日,隋**,打败了77.2%的同城经纪人
首月0元住南山南山中心区现代城华庭可短租可月付押一付一,1480,3室1厅1卫,付1押1,合租,南山,现代城华庭,南山中心区,精装修,16.3平方米,东北,低层(共18层),普通住宅,2019年6月12日,韩**,打败了74.2%的同城经纪人
租房立省4000元碧海天家园包物业包网费 精装小区房 无中介,1565,3室1厅1卫,付1押1,合租,南山,碧海天家园,海岸城,精装修,15.2平方米,西北,高层(共24层),普通住宅,2019年6月12日,刘**,打败了77.2%的同城经纪人
首月0元住黄贝岭海富花园家电齐全 拎包入住 急租急租,1960,3室1厅1卫,付1押1,合租,罗湖,海富花园,黄贝岭,精装修,13.6平方米,西南,中层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
首月0元住固戍中信2805可短租可月付,2805,3室1厅1卫,付1押1,合租,宝安,领航里程花园(中信领航城一期),领航城,精装修,18.2平方米,朝东,中层(共16层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元星源雅苑近地铁，环境优美，拎包入住,980,3室1厅1卫,付1押1,合租,宝安,星源雅苑,沙井,精装修,15.3平方米,朝东,中层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元前海时代高档花园小区家私齐全,1950,2室1厅1卫,付1押1,合租,南山,前海时代,前海,精装修,14.7平方米,东北,中层(共18层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
南向采光足 全齐出租 拎包即住 室友易相处蛇口,1170,1室1厅1卫,付1押1,合租,南山,兰溪谷国际公寓,蛇口,精装修,13.2平方米,西北,中层(共13层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
后海光线通风都非常好 家电齐全全新 欢迎,1640,3室1厅1卫,付1押1,合租,南山,后海公馆,后海,精装修,14.6平方米,东北,中层(共14层),普通住宅,2019年6月12日,刘**,打败了74.2%的同城经纪人
租房立省4000元时代公寓高档花园小区家私齐全,2600,3室1厅1卫,付1押1,合租,龙华,大唐时代公寓,清湖,精装修,28.2平方米,朝南,中层(共19层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
租房立省3000元新丰大厦精装全配房间精致且温馨,1550,3室1厅1卫,付1押1,合租,罗湖,新丰大厦,水库,精装修,10.9平方米,朝南,低层(共13层),普通住宅,2019年6月10日,李*,打败了94.7%的同城经纪人
租房立省3000元金地国际公寓家电齐全 拎包入住 急租急租,1590,3室1厅1卫,付1押1,合租,南山,金地国际公寓,科苑,精装修,19.1平方米,朝东,低层(共19层),普通住宅,2019年6月12日,居**,打败了68%的同城经纪人
西乡 兴裕花园 精装全配 押一付一 0中介 拎包住,1510,1室1厅1卫,付1押1,合租,宝安,兴裕花园,固戍,精装修,16.6平方米,东北,中层(共15层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
桃源村户型方正 朝南无遮挡 紧挨地铁超市 精装全齐,1600,3室1厅1卫,付1押1,合租,南山,大学城创客小镇,大学城,精装修,16.8平方米,朝南,高层(共23层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省3000元益强居商超齐全 压一付一 随时看房,2120,3室1厅1卫,付1押1,合租,福田,益强居,益田村,精装修,20.9平方米,东北,高层(共23层),普通住宅,2019年6月12日,周*,打败了84.3%的同城经纪人
租房立省4000元西丽工业区套房直租随时看免中介商超齐全,2830,3室1厅1卫,付1押1,合租,南山,西丽工业区,西丽,精装修,31.9平方米,朝东,中层(共14层),普通住宅,2019年6月12日,余*,打败了68%的同城经纪人
"华府馨居2室6600元好房出租,居住舒适,干净整洁,随时入住",6600,2室1厅1卫,付1押2,合租,福田,华府馨居,上梅林,简单装修,60平方米,朝南,中层(共11层),普通住宅,2019年6月12日,邱**,打败了86.1%的同城经纪人
租房立省4000元中信红树湾精装全配房间精致且温馨,1211,3室1厅1卫,付1押1,合租,南山,中信红树湾(南区),华侨城,精装修,13.1平方米,朝东,低层(共15层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
租房立省1000元南昌路86号小区包物业包网费 精装小区房,980,3室1厅1卫,付1押1,合租,宝安,南昌路86号小区,固戍,精装修,11.9平方米,朝南,中层(共28层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元富联新村高层采光视野好 交通生活便利,2600,3室1厅1卫,付1押1,合租,龙华,富联新村,清湖,精装修,27.9平方米,朝南,高层(共24层),普通住宅,2019年6月12日,苟**,打败了68%的同城经纪人
南向采光足 全齐出租 拎包即住 室友易相处梅林关口,1510,3室1厅1卫,付1押1,合租,龙华,深国际万科悦城,梅林关口,精装修,16.2平方米,西北,中层(共15层),普通住宅,2019年6月12日,刘*,打败了71.6%的同城经纪人
租房立省4000元华翔居精装带家电 出门公交车站,2110,3室1厅1卫,付1押1,合租,宝安,华翔居,宝安中心区,精装修,14.4平方米,西北,中层(共14层),普通住宅,2019年6月12日,彭**,打败了77.2%的同城经纪人
首月0元住清湖美丽365花园正规三房 拎包入住 家电齐全,1765,2室1厅1卫,付1押1,合租,龙华,美丽365花园,美丽365花园,精装修,16.1平方米,朝北,中层(共14层),普通住宅,2019年6月12日,任*,打败了77.2%的同城经纪人
租房立省4000元名商园高档花园小区家私齐全,1342,3室1厅1卫,付1押1,合租,南山,名商园,华侨城,精装修,21平方米,东南,低层(共22层),普通住宅,2019年6月12日,夏**,打败了77.2%的同城经纪人
租房立省4000元侨城尚寓近地铁，环境优美，拎包入住,3320,2室1厅1卫,付1押1,合租,南山,侨城尚寓,华侨城,精装修,14.1平方米,东南,低层(共17层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省2000元南海玫瑰花园家电齐全 拎包入住 急租急租,1600,3室1厅1卫,付1押1,合租,南山,南海玫瑰花园(一期),蛇口,精装修,18.5平方米,东南,高层(共25层),普通住宅,2019年6月12日,雷*,打败了74.2%的同城经纪人
首月0元住蔡屋围天元大厦精装带家电 出门公交车站,2300,3室1厅1卫,付1押1,合租,罗湖,天元大厦,蔡屋围,精装修,17.5平方米,朝东,低层(共19层),普通住宅,2019年6月12日,刘*,打败了68%的同城经纪人
租房立省4000元蓬莱花园商超齐全 压一付一 随时看房,1265,3室1厅1卫,付1押1,合租,南山,蓬莱花园,后海,精装修,16.2平方米,朝北,低层(共18层),普通住宅,2019年6月12日,倪*,打败了95.5%的同城经纪人
租房立省4000元东环二路1号小区高层采光视野好 交通生活便,970,3室1厅1卫,付1押1,合租,龙华,东环二路1号小区,民治,精装修,12.6平方米,东南,低层(共14层),普通住宅,2019年6月12日,丁**,打败了68%的同城经纪人
